------------------------------------------------------------
 solve vstep=0.1 nsteps=8 elect=2
------------------------------------------------------------
Position (um), Conduction Band Potential (eV)
       282.663309442,       0.394199096866
       284.547731505,       0.390178996364
       286.432153568,       0.386158895861
       288.316575631,       0.382138795359
       290.200997694,       0.378118694856
       292.085419757,       0.374098594354
        293.96984182,       0.370078493851
       295.854263883,       0.366058393349
       297.738685946,       0.362038292846
       299.623108009,       0.358018192344
       301.507530072,       0.353998091841
       303.391952135,       0.349977991339
       305.276374198,       0.345957890836
       307.160796261,       0.341937790334
       309.045218324,       0.337917689831
       310.929640386,       0.333897589329
       312.814062449,       0.329877488826
       314.698484512,       0.325857388324
       316.582906575,       0.321837287821
       318.467328638,       0.317817187319
       320.351750701,       0.313797086816
       322.236172764,       0.309776986314
       324.120594827,       0.305756885811
        326.00501689,       0.301736785309
       327.889438953,       0.297716684806
       329.773861016,       0.293696584304
       331.658283079,       0.289676483801
       333.542705142,       0.285656383299
       335.427127205,       0.281636282796
       337.311549268,       0.277616182294
       339.195971331,       0.273596081791
       341.080393394,       0.269575981289
       342.964815457,       0.265555880786
        344.84923752,       0.261535780284
       346.733659582,       0.257515679781
       348.618081645,       0.253495579279
       350.502503708,       0.249475478776
       352.386925771,       0.245455378274
       354.271347834,       0.241435277771
       356.155769897,       0.237415177269
        358.04019196,       0.233395076766
       359.924614023,       0.229374976263
       361.809036086,       0.225354875761
       363.693458149,       0.221334775258
       365.577880212,       0.217314674756
       367.462302275,       0.213294574253
       369.346724338,       0.209274473751
       371.231146401,       0.205254373248
       373.115568464,       0.201234272746
       374.999990527,       0.197214172243

